text,clo_code,target_score,bloom_level,keywords_found,confidence,label,metadata,split
Sinh viên tính toán phân một cách chi tiết. Áp dụng kiến thức ME2205 một cách hiệu quả,CLO 3_ME2205,3.94,3,"['thuật', 'tham', 'thiết']",0.922,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2205', 'original_clo_description': 'Có tư duy phân tích và tính toán, thiết kế các tham số kỹ thuật của bài toán cơ học, tĩnh học, động học và động lực học'}",train
Sinh viên hiểu mạch một cách rõ ràng. Kết luận chính xác và có căn cứ,CLO 3_,3.68,2,"['toán', 'cổng', 'định', 'phép']",0.849,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Các kiến thức tổng quan về mạch số ( cổng logic, định lý, các phép toán logic .. ).'}",train
Sinh viên sử dụng trên một cách chi tiết. Thể hiện hiểu biết sâu sắc về điều,CLO 3_ME3267,3.25,3,"['dụng', 'tiến', 'thống']",0.878,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3267', 'original_clo_description': 'Có tư duy về việc cải tiến, nâng cao tuổi bền sử dụng cho các vật tư thiết bị hệ thống điều hòa không khí trên ô tô.'}",train
Bài làm thực hiện khác và Phân tích trình một cách logic đầy đủ,CLO 2_AET3222,3.58,3,"['nhau', 'chọn', 'khác', 'dưỡng', 'loại']",0.849,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3222', 'original_clo_description': 'Sử dụng và lựa chọn được quy trình công nghệ bảo dưỡng, sửa chữa các hệ thống, tổng thành cho từng loại xe khác nhau.'}",train
Sinh viên đã mô tả thức đầy đủ và Áp dụng kiến thức  một cách hiệu quả,CLO 1_,3.69,2,"['cung', 'diode', 'thức', 'tổng']",0.896,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có kiến thức tổng quan về Diode bán dẫn, nguồn cung cấp.'}",train
Bài làm hiểu phần và Thể hiện hiểu biết sâu sắc về niệm đầy đủ,CLO 1_,3.23,2,"['công', 'dụng', 'thiết']",0.94,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Hiểu rõ các khái niệm cơ bản trong AutoCAD, công dụng và các ứng dụng của phần mềm trong vẽ thiết kế'}",train
Sinh viên mô tả nhân một cách xuất sắc. Áp dụng kiến thức AET3221 một cách hiệu quả,CLO 4_AET3221,3.81,2,"['chuyên', 'hình', 'thiết', 'năng']",0.886,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3221', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Bài làm thiếu tính. Không so sánh Áp dụng kiến thức AET3217 ở mức độ cơ bản,CLO 1_AET3217,2.8,2,['hiểu'],0.843,neutral,"{'template_used': 'Bài làm thiếu {concept}. Không {action} {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3217', 'original_clo_description': 'Hiểu và tính toán được các cơ cấu, hệ thống cơ bản của gầm ô tô.'}",train
Báo cáo thể hiện nguyên chi tiết. giải thích Áp dụng kiến thức ME2257 một cách hiệu quả,CLO 1_ME2257,3.51,2,"['nguyên', 'thủy', 'thống']",0.905,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2257', 'original_clo_description': 'Hiểu rõ được kết cấu và nguyên lý của các hệ thống thủy lực và khí nén'}",train
Nội dung hiểu rõ ràng về nghiêm. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 4_ME2256,3.4,2,"['tích', 'nghiêm', 'thái']",0.845,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2256', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Sinh viên kể chất một cách đầy đủ. Hiểu cơ bản về hiểu,CLO 1_,2.27,1,['nghĩa'],0.74,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Hiểu rõ các khái niệm, các định nghĩa và tính chất cơ bản của các phép chiếu'}",train
Bài làm sử dụng thuộc và Thể hiện hiểu biết sâu sắc về kiến tốt,CLO 3_AET3217,3.43,3,"['kiến', 'tính', 'tích', 'phân', 'việc']",0.934,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3217', 'original_clo_description': 'Phân tích được cấu tạo, nguyên lý làm việc của các hệ thống, tổng thành; vận dụng được các kiến thức để tính toán, thiết kế một số chi tiết, cụm, tổng thành, hệ thống thuộc gầm ô tô.'}",train
Bài làm xác định nghĩa và Kết luận chính xác và có căn cứ rõ ràng,CLO 1_,3.73,1,"['chất', 'chiếu', 'định']",0.891,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Hiểu rõ các khái niệm, các định nghĩa và tính chất cơ bản của các phép chiếu'}",train
Nội dung so sánh rõ ràng về dụng. Thể hiện hiểu biết sâu sắc về dụng,CLO 1_AET3229,3.92,2,"['nguyên', 'dụng', 'hoạt', 'thiết']",0.856,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3229', 'original_clo_description': 'Hiểu cấu tạo, nguyên lý hoạt động của các thiết bị đo và phạm vi ứng dụng của các thiết bị đo.'}",train
Bài làm áp dụng thiết và Sử dụng thuật ngữ chuyên môn đúng đắn chính xác,CLO 3_ME2257,3.5,3,"['thủy', 'tính', 'thiết', 'toán', 'hành']",0.907,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2257', 'original_clo_description': 'Có tư duy tính toán, thiết kế, lắp đặt, vận hành hệ thống thủy lực và khí nén'}",train
Sinh viên vận dụng dụng một cách chi tiết. Thể hiện hiểu biết sâu sắc về chữa,CLO 3_AET3224,3.83,3,"['dụng', 'điện', 'kiểm']",0.867,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3224', 'original_clo_description': 'Áp dụng các kiến thức đã học để kiểm tra, sửa chữa các hệ thống cơ điện tử ô tô'}",train
Nội dung so sánh rõ ràng về việc. Kết luận chính xác và có căn cứ,CLO 3_AET3276,3.15,2,"['thuyết', 'việc', 'trình']",0.928,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3276', 'original_clo_description': 'Quản lý và làm việc nhóm; thuyết trình các vấn đề và các quy trình trong dịch vụ'}",train
Bài làm mô tả công và Áp dụng kiến thức ME3270 một cách hiệu quả chi tiết,CLO 1_ME3270,3.63,2,"['lượng', 'công', 'thích']",0.81,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3270', 'original_clo_description': 'Giải thích được sự ảnh hưởng của dụng cụ cắt, vật liệu gia công đến chất lượng bề mặt chi tiết.'}",train
Sinh viên giải thích hiểu một cách rõ ràng. Thể hiện hiểu biết sâu sắc về năng,CLO 1_AET3236,3.99,2,"['nguyên', 'động', 'năng', 'hiểu', 'trên']",0.879,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3236', 'original_clo_description': 'Hiểu rõ chức năng, cấu tạo, nguyên lý hộp số tự động trên ô tô'}",train
Bài làm mô tả thiết và Sử dụng thuật ngữ cơ bản chi tiết,CLO 4_AET3273,2.42,2,"['nhân', 'việc']",0.794,neutral,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3273', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Sinh viên phân loại chất một cách đầy đủ. Kết luận cơ bản,CLO 4_AET3235,2.28,2,['chuyên'],0.782,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3235', 'original_clo_description': 'Kỹ năng chuyên nghiệp và phẩm chất các nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề'}",train
Báo cáo thể hiện nguyên hoàn chỉnh. giải thích Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 3_AET3219,3.85,2,"['hoạt', 'điện', 'động', 'trang', 'thống']",0.897,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3219', 'original_clo_description': 'Mô tả được cấu tạo, nguyên lý hoạt động của các cơ cấu, hệ thống  trang bị điện cơ bản trên ô tô.'}",train
Báo cáo không thể hiện bằng. so sánh Sử dụng thuật ngữ chưa đúng chưa tốt,CLO4_,0.61,2,"['toán', 'công']",0.713,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': 'Khả năng áp dụng, xây dựng và giải quyết các vấn đề kỹ thuật trong lĩnh vực công nghệ kỹ thuật ô tô bằng cách áp dụng các kiến thức khoa học. kỹ thuật, toán học, vật lý.'}",train
Bài làm áp dụng giải và Kết luận chính xác và có căn cứ hoàn chỉnh,CLO 3_ATE3272,3.02,3,"['năng', 'lãnh', 'thảo']",0.801,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ATE3272', 'original_clo_description': 'Có khả năng thành lập nhóm, lãnh đạo nhóm, thảo luận để đưa ra các giải pháp để giải quyết các vấn đề quản trị một cách tối ưu.'}",train
Báo cáo thể hiện thuyết tốt. mô tả Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 3_AET3217,3.55,2,"['trình', 'năng', 'thuyết']",0.898,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3217', 'original_clo_description': 'Kỹ năng thuyết trình, bảo vệ đồ án'}",train
Nội dung liệt kê rõ ràng về lĩnh. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO7_,3.96,1,"['tiêu', 'huống', 'dụng', 'linh', 'hoạt']",0.817,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Vận dụng tốt các kỹ năng: giao tiếp, thuyết trình, đàm phán, xác định mục tiêu và lập kế hoạch, xử lý linh hoạt các tình huống trong lĩnh vực chuyên môn.'}",train
Sinh viên đã phân loại tổng đầy đủ và Phân tích cung một cách logic,CLO 1_,3.24,2,"['cung', 'diode', 'thức']",0.846,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có kiến thức tổng quan về Diode bán dẫn, nguồn cung cấp.'}",train
Báo cáo không thể hiện việc. hiểu Sử dụng thuật ngữ cơ bản chưa tốt,CLO 3_AET3218,2.34,2,['tổng'],0.763,neutral,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3218', 'original_clo_description': 'Giải thích và lập luận về cấu tạo, nguyên lý làm việc của các cơ cấu, hệ thống, tổng thành trên ôtô.'}",train
Sinh viên đã hiểu thẳng đầy đủ và Phân tích trên một cách logic,CLO 2_AET3277,3.81,2,"['vòng', 'trên', 'thuật']",0.934,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3277', 'original_clo_description': 'Nắm được các kỹ thuật lái xe ô tô trên đường thẳng; đường vòng; vào nhà đậu xe; tập lái trên đường hẹp'}",train
Nội dung phân loại rõ ràng về tích. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 4_ME2212,3.28,2,"['nghiêm', 'thái', 'tích', 'thức']",0.949,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2212', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
